,date,mkt_rf,smb,hml,rf,Mom,liq,Unnamed: 2
199204,1992-04-30,0.0107292034,-0.0600935302,0.043687252,0.0031547295,-0.0227514609,-0.0061618,
199205,1992-05-31,0.0030359915,0.0038776484,0.0119030074,0.0028037271,-0.0031233427,-0.00189318,
199206,1992-06-30,-0.0233916239,-0.0317755095,0.0362024279,0.0033052027,-0.0057085482,0.0198032,
199207,1992-07-31,0.037701241,-0.0042960118,-0.0052329289,0.0030845318,0.0061401024,0.02433435,
199208,1992-08-31,-0.0237946874,-0.0011478716,-0.0097786169,0.0025230263,-0.0021308946,0.04984212,
199209,1992-09-30,0.0115768567,0.0056079581,-0.0025309326,0.0025230263,0.0222860144,-0.02150347,
199210,1992-10-31,0.0101534651,0.0199815168,-0.0197222441,0.0022023115,0.019278702,-0.01935261,
199211,1992-11-30,0.0411026093,0.035001998,-0.0138337673,0.002402738,0.0017497619,-0.05248292,
199212,1992-12-31,0.0155521807,0.0159376218,0.0251337133,0.0028639073,0.0427298034,-0.02750549,
199301,1993-01-31,0.0092817049,0.0199882481,0.0593833663,0.002402738,0.044684767,-0.00307993,
199302,1993-02-28,0.0011410893,-0.0339480794,0.065937638,0.0022824641,0.033159073,0.0676122,
199303,1993-03-31,0.0230815739,0.0015952577,0.0123297055,0.0025330637,0.0418938352,-0.04119357,
199304,1993-04-30,-0.0302222606,-0.0067923887,0.026229031,0.0023125428,0.0038541321,-0.01662867,
199305,1993-05-31,0.0287594569,0.0186854768,-0.0334342211,0.0022023005,-0.0118156664,0.04365056,
199306,1993-06-30,0.0031373272,-0.0034456424,0.025933205,0.0026433291,0.0424468394,-0.03162674,
199307,1993-07-31,-0.00360249,0.0087010339,0.028662242,0.0023125428,0.0316299467,-0.01376605,
199308,1993-08-31,0.0373651972,0.0014581969,0.0012236899,0.0024227972,0.019379105,0.01636544,
199309,1993-09-30,-0.0014380612,0.0306991671,-0.0025320201,0.0025230263,0.0336986629,-0.07546294,
199310,1993-10-31,0.0141693098,0.0201778832,-0.0272656564,0.0023125428,-0.0227197137,0.04824521,
199311,1993-11-30,-0.0187803265,-0.0127880222,-0.0075962958,0.0025230263,-0.0526329979,0.05187487,
199312,1993-12-31,0.01632357,0.0118573938,0.0029651247,0.0022023115,0.0193251615,0.01264357,
199401,1994-01-31,0.0287416534,0.0037084455,0.0110213721,0.0025230263,-0.0031193521,-0.00666442,
199402,1994-02-28,-0.0253469004,0.02875661,-0.016198146,0.0020920704,0.0029269149,0.0093077,
199403,1994-03-31,-0.0477953293,-0.0118134891,0.0175776668,0.0027636463,-0.0170011077,0.02605825,
199404,1994-04-30,0.0068014178,-0.0096459723,0.0167721302,0.0026633543,-0.0046179561,0.00724243,
199405,1994-05-31,0.006565862,-0.0209142457,0.0051452901,0.0031547295,-0.0197574041,0.03475277,
199406,1994-06-30,-0.0303082718,-0.0048308672,0.0183762599,0.0030845318,-0.0066561497,0.00294348,
199407,1994-07-31,0.027925104,-0.0175870518,0.006168008,0.0028037271,-3.11392e-05,-0.01134941,
199408,1994-08-31,0.0398711425,0.0136949752,-0.0233069545,0.0036864841,0.010416535,0.00418145,
199409,1994-09-30,-0.0229556957,0.0319772629,-0.0196539053,0.0035760755,0.0131725865,0.03081471,
199410,1994-10-31,0.0133161097,-0.0219712708,-0.0166312426,0.0037868118,0.0178088347,0.01295209,
199411,1994-11-30,-0.0400548594,0.0024580578,-0.0081000355,0.0037868118,-0.0018980076,-0.01976682,
199412,1994-12-31,0.0086105805,0.0026253158,-0.0024850242,0.0044192733,0.024934628,0.01717236,
199501,1995-01-31,0.0179142414,-0.034436879,0.0260331917,0.0042084106,-0.0101885138,-0.03696721,
199502,1995-02-28,0.0358031345,-0.0060587782,0.0103989332,0.0039975501,-0.0028284283,-0.00404939,
199503,1995-03-31,0.0218364015,-0.002180748,-0.0210565982,0.0046101342,-8.06703e-05,0.01954637,
199504,1995-04-30,0.0210204222,-0.0052890923,0.0169513719,0.0043790577,0.0124822611,0.02623209,
199505,1995-05-31,0.0288308689,-0.0249886082,0.0214286188,0.0052933269,-0.0036374115,-0.00923606,
199506,1995-06-30,0.0268562259,0.0299235546,-0.0245172788,0.0046302014,0.0233496259,0.00528835,
199507,1995-07-31,0.0370330494,0.0202646742,-0.0161287964,0.0046100649,0.0240099835,0.04696596,
199508,1995-08-31,0.0055166503,0.0132515034,0.0290279286,0.0046101342,0.0026781617,-0.00968895,
199509,1995-09-30,0.0333552395,-0.0220367939,6.73958e-05,0.0044092082,0.0186921497,-0.08151823,
199510,1995-10-31,-0.0149066188,-0.038870288,-0.0043300301,0.0046302014,0.0483146228,0.03408096,
199511,1995-11-30,0.0392977722,-0.0112690581,0.0060244085,0.0042084106,-0.0103782418,-0.0202072,
199512,1995-12-31,0.0100384798,0.00597938,0.0021945998,0.0048109598,0.0150760723,-0.03618182,
199601,1996-01-31,0.0226192765,-0.0263704186,0.002379337,0.0041883497,0.0149324354,0.06793919,
199602,1996-02-29,0.0132274664,0.0174836726,-0.0105378468,0.0040076091,0.0064611799,0.03771266,
199603,1996-03-31,0.007213351,0.014795196,0.0042425587,0.0039975901,-0.0213228903,-0.04008977,
199604,1996-04-30,0.0207781121,0.0515868318,-0.0392259806,0.0046301782,-0.0163569401,-0.04751534,
199605,1996-05-31,0.023500814,0.0298114215,-0.0090600399,0.0041883497,0.0136633341,-0.0224943,
199606,1996-06-30,-0.0116736132,-0.0393780429,0.0237244999,0.0040076091,0.0184384545,-0.05448895,
199607,1996-07-31,-0.059385113,-0.0451658273,0.0543654278,0.0044092523,0.0003686268,0.00622302,
199608,1996-08-31,0.0277778576,0.0237011705,-0.007890574,0.0041883497,0.0009159025,0.00576638,
199609,1996-09-30,0.0498081752,-0.009626896,-0.0265516822,0.0044092082,0.0290027546,-0.019915,
199610,1996-10-31,0.0088969315,-0.0433485886,0.0495182286,0.0041482075,0.0344794254,-0.0090988,
199611,1996-11-30,0.0622857068,-0.0382032464,0.0136826132,0.0040076091,-0.0182342276,0.07055991,
199612,1996-12-31,-0.01667346,0.0306878167,0.0117326695,0.0046301782,-0.0008712701,-0.03576462,
199701,1997-01-31,0.0496625653,-0.019223434,-0.0151284422,0.0044092523,0.0175464856,-0.03239208,
199702,1997-02-28,-0.0049776525,-0.033173838,0.0589583958,0.0038068478,-0.0252662036,-0.03783441,
199703,1997-03-31,-0.0503210351,-0.0051384134,0.0360904384,0.0042083896,0.0028459227,0.0220283,
199704,1997-04-30,0.0402943511,-0.0564637097,0.0005039406,0.0044092523,0.0434808813,0.06034771,
199705,1997-05-31,0.0669001202,0.047417266,-0.0369508866,0.0048411252,-0.0465317452,0.0128695,
199706,1997-06-30,0.0406347073,0.0102702354,0.0140631173,0.0037868118,0.0231895105,0.01036155,
199707,1997-07-31,0.0729854308,-0.0260282747,0.0024760365,0.0041883497,0.0368384459,0.02945152,
199708,1997-08-31,-0.041197859,0.074836165,0.0117304349,0.0042084106,-0.0252105064,-0.00579011,
199709,1997-09-30,0.0533255888,0.0226251898,0.0022646706,0.0044192733,0.0157505162,-0.01326268,
199710,1997-10-31,-0.0381226662,-0.0090710817,0.0205320746,0.0041482075,0.0049858863,-0.00391782,
199711,1997-11-30,0.0294802587,-0.050184826,0.0125544405,0.0039975501,0.011726768,0.05349935,
199712,1997-12-31,0.0133533879,-0.0260906145,0.0395398894,0.0048511968,0.0449266712,0.00213297,
199801,1998-01-31,0.0015746955,-0.0107737156,-0.0165463204,0.0042083896,-0.0145508564,0.00715538,
199802,1998-02-28,0.0701153825,0.0010984172,-0.0059806427,0.0039975501,-0.0127574737,0.05686569,
199803,1998-03-31,0.0473119046,-0.0107567467,0.0130534034,0.0039674934,0.0220321282,-0.02666041,
199804,1998-04-30,0.0071349468,0.0004017887,0.00824881,0.0042084106,0.0065835815,-0.00525295,
199805,1998-05-31,-0.0306312262,-0.0346316744,0.0350078091,0.0040076091,0.0281816609,-0.00819054,
199806,1998-06-30,0.0321094326,-0.0323651621,-0.0187429839,0.0041883497,0.0739030546,0.01526897,
199807,1998-07-31,-0.0244676542,-0.0510318037,-0.0170170379,0.0039674934,0.0456267502,0.00594536,
199808,1998-08-31,-0.1606448037,-0.0659045335,0.0441498844,0.0042084106,0.0346109379,-0.03609302,
199809,1998-09-30,0.0618719312,-0.0030850386,-0.0341720176,0.0046301782,-0.0020171157,0.02689999,
199810,1998-10-31,0.0708622903,-0.0274264767,-0.0256026848,0.0033052027,-0.0627529987,0.02027144,
199811,1998-11-30,0.0604365416,0.0104237327,-0.0298348865,0.0030042788,0.0289938823,0.01919411,
199812,1998-12-31,0.0610892437,-0.0059683947,-0.0398917612,0.0037466835,0.0973988542,0.03415659,
199901,1999-01-31,0.0347578396,0.0066606063,-0.0482676299,0.0036161798,0.0177064545,0.05032729,
199902,1999-02-28,-0.0407937654,-0.062477466,0.0184098311,0.0036161798,-0.0006051785,0.02085955,
199903,1999-03-31,0.0346791855,-0.0375626774,-0.0280133085,0.0041482075,-0.0180860462,-0.00471519,
199904,1999-04-30,0.0432820122,0.037700282,0.0184077946,0.0037868118,-0.0941749996,0.08913374,
199905,1999-05-31,-0.0241970278,0.0317647278,0.0244486396,0.0034054966,-0.051527086,-0.00720826,
199906,1999-06-30,0.0485283976,0.0320887894,-0.0388810828,0.0039674934,0.0559071257,0.04348088,
199907,1999-07-31,-0.0352674513,0.0267961508,-0.0047683794,0.0037868118,0.0183824735,-0.01604955,
199908,1999-08-31,-0.0125382374,-0.0113346115,-0.0175126251,0.0039674934,0.0419763138,-0.00405103,
199909,1999-09-30,-0.0277580867,0.0354475088,-0.037243635,0.0037868118,0.0520264914,-0.0305126,
199910,1999-10-31,0.0611461482,-0.0659949909,-0.032633913,0.0037868118,0.0520802232,0.08900741,
199911,1999-11-30,0.0343839065,0.0692192805,-0.055775555,0.0035760755,0.0431459175,-0.01749778,
199912,1999-12-31,0.0770271049,0.0656196818,-0.0735574671,0.0044092523,0.1273120706,0.04421202,
200001,2000-01-31,-0.0470869437,0.0579719541,-0.018377168,0.0042083896,0.0004036455,0.01117172,
200002,2000-02-29,0.0253288647,0.2131087884,-0.0776834318,0.0044092082,0.1909144495,0.00886795,
200003,2000-03-31,0.0486633821,-0.1539352892,0.0735082526,0.0046101342,-0.0725223409,-0.00146242,
200004,2000-04-30,-0.0637355328,-0.0693090799,0.0789076526,0.004569863,-0.0886615634,-0.04338874,
200005,2000-05-31,-0.0435892676,-0.06299545,0.0472677744,0.0050722387,-0.0692387161,-0.02643651,
200006,2000-06-30,0.0468859134,0.1283324391,-0.0755862268,0.0039674934,0.1652291972,-0.03424527,
200007,2000-07-31,-0.0258305278,-0.0308642395,0.0851755739,0.0048109598,-0.0201896913,0.10993483,
200008,2000-08-31,0.0707466689,-0.0071501406,-0.0144015035,0.0050722641,0.051354873,-0.00958459,
200009,2000-09-30,-0.0543476996,-0.0193885735,0.07600209,0.0050118928,0.0259872225,-0.03850098,
200010,2000-10-31,-0.0278777048,-0.0393534241,0.0546572903,0.0055144616,-0.0476670107,0.02268829,
200011,2000-11-30,-0.1073865629,-0.0355135172,0.1380451737,0.0050521144,0.0381576138,-0.03664315,
200012,2000-12-31,0.0119321811,0.008036978,0.0690552759,0.0050118928,0.0890569328,0.0125155,
200101,2001-01-31,0.0335916297,0.0650024623,-0.0548756528,0.0054742194,-0.2126675888,0.0671759,
200102,2001-02-28,-0.1005974423,-0.0082694498,0.1388595514,0.0038068478,0.1677203743,0.04410488,
200103,2001-03-31,-0.0726257982,0.001046089,0.0663717702,0.0041883497,0.0719567874,0.07493597,
200104,2001-04-30,0.0794826908,0.005302439,-0.0496261262,0.0040076091,-0.0857415957,0.00720623,
200105,2001-05-31,0.0067307022,0.0238683599,0.0312821783,0.0033052027,0.0083334491,0.02824975,
200106,2001-06-30,-0.0195438186,0.0641589189,-0.0139747609,0.0027335519,0.0028960021,0.00863938,
200107,2001-07-31,-0.020695231,-0.0463109663,0.0587761887,0.0029441197,0.0572958851,0.03940709,
200108,2001-08-31,-0.0640849822,0.0251611816,0.0252389897,0.0029942796,0.0593171203,0.04917717,
200109,2001-09-30,-0.0922955964,-0.0682611777,0.0206984186,0.0027034047,0.1245942945,-0.09614687,
200110,2001-10-31,0.0245324839,0.0771989429,-0.0752027919,0.0023025318,-0.0750275727,0.03436219,
200111,2001-11-30,0.0753541317,-0.0037724125,0.0167851219,0.0016813447,-0.0755289539,0.0340336,
200112,2001-12-31,0.0161008476,0.0451558492,0.0110253439,0.0014009314,-0.0106085849,0.06832721,
200201,2002-01-31,-0.0145130715,0.0103162672,0.0350875477,0.0014710295,0.051680879,-0.01381893,
200202,2002-02-28,-0.0228863348,-0.0128545835,0.0262658409,0.0013308382,0.0579899626,0.01875624,
200203,2002-03-31,0.0426194143,0.0397105301,0.0092587214,0.0014009314,-0.0085319263,0.09067946,
200204,2002-04-30,-0.0521029954,0.0600348911,0.0425458736,0.0015411324,0.0885898119,0.05186019,
200205,2002-05-31,-0.0137836894,-0.03341144,0.0147832293,0.0015411324,0.031705685,0.05181003,
200206,2002-06-30,-0.0724960469,0.0434609302,0.0003234317,0.0012006842,0.0759467625,-0.0110301,
200207,2002-07-31,-0.0815120167,-0.060332334,-0.0380192977,0.0015411324,0.0325707123,-0.05821796,
200208,2002-08-31,0.0050436008,-0.0305153854,0.0294119693,0.0013208319,0.0018449298,0.00649224,
200209,2002-09-30,-0.1034235385,0.0254908231,0.0175835549,0.0014009314,0.077272132,-0.01369389,
200210,2002-10-31,0.0780829426,-0.0348660245,-0.0386495881,0.0013809112,-0.0849347731,0.03624659,
200211,2002-11-30,0.0592042694,0.03046019,-0.014052962,0.0012006842,-0.1542255367,0.03130342,
200212,2002-12-31,-0.0573610218,-0.0007799243,0.0245710924,0.0010505252,0.1020012053,-0.01317645,
200301,2003-01-31,-0.0258160794,0.0124020515,-0.0085389193,0.0010505252,0.0061321833,-0.02752884,
200302,2003-02-28,-0.0187869246,-0.0051259632,-0.012768264,0.0009504276,0.0153521901,0.00942072,
200303,2003-03-31,0.0110964955,0.0070397181,-0.0209301771,0.0010505252,0.0109047923,0.00023824,
200304,2003-04-30,0.0819749779,0.0051903725,0.0078116,0.0010505252,-0.0804569254,0.0394997,
200305,2003-05-31,0.0601804612,0.0414845492,0.0003954961,0.0008403361,-0.0852271775,0.00823462,
200306,2003-06-30,0.0142994116,0.0174647746,0.0032564434,0.0010505252,-0.0056209411,-0.00849397,
200307,2003-07-31,0.02337827,0.0502205088,-0.0116825934,0.0006602079,0.0058115279,0.07017482,
200308,2003-08-31,0.0235718578,0.0261911295,0.0153379591,0.000630189,0.0046923365,0.04095366,
200309,2003-09-30,-0.0125869596,0.0069637092,0.0009567172,0.0008403361,-0.0085520089,-0.00853438,
200310,2003-10-31,0.0605235616,0.0252885366,0.0173951715,0.0006902277,0.0496287977,0.01757381,
200311,2003-11-30,0.0136824759,0.0198360597,0.0175737892,0.0007602737,0.0100973246,0.00388611,
200312,2003-12-31,0.0427010909,-0.025735082,0.0158850807,0.0008803697,-0.0589506772,-0.0036277,
200401,2004-01-31,0.021579586,0.0241359777,0.0241384824,0.000600171,0.0150149403,-0.05535226,
200402,2004-02-29,0.014043766,-0.0148899767,0.0085587283,0.0005701539,-0.0150157451,0.019784,
200403,2004-03-31,-0.0132594559,0.0186429987,0.0027377801,0.0009204049,0.0002159302,0.02585869,
200404,2004-04-30,-0.0183836538,-0.0176230063,-0.030698668,0.0008403361,-0.0422403044,-0.01941858,
200405,2004-05-31,0.0119933567,-0.0018736543,-0.0024700425,0.000600171,0.0102111141,0.00523792,
200406,2004-06-30,0.018558824,0.0224683049,0.0117210882,0.0008403361,0.02187982,0.02329126,
200407,2004-07-31,-0.0407238747,-0.0384882444,0.035150061,0.0010505252,-0.0063765133,0.0758688,
200408,2004-08-31,0.000507357,-0.0149581623,0.0095689985,0.0011005777,-0.0100104538,0.05541018,
200409,2004-09-30,0.0159581069,0.0303023359,-0.001229587,0.0010505252,0.0478057426,0.0024262,
200410,2004-10-31,0.0141825718,0.0007047875,-0.0033149676,0.0010505252,-0.0190998698,-0.0013359,
200411,2004-11-30,0.045596736,0.0358708902,0.0146271734,0.0014710295,0.0259613837,0.01181586,
200412,2004-12-31,0.0344134888,-0.0007009963,-0.0016052614,0.0015411324,-0.0273029956,-0.03279303,
200501,2005-01-31,-0.0276823149,-0.0161435876,0.0221649874,0.0016012166,0.0353213935,0.03836039,
200502,2005-02-28,0.0187316145,-0.0049264372,0.014323613,0.0017113858,0.0435212545,0.04569122,
200503,2005-03-31,-0.0195016823,-0.0144908344,0.0224538127,0.0022023115,0.0055719748,0.00140555,
200504,2005-04-30,-0.0261658175,-0.040483122,0.0003314259,0.0021021013,-0.0051942481,-0.05208414,
200505,2005-05-31,0.0366010239,0.0272120056,-0.0058739099,0.0023125428,0.0010840919,0.00557121,
200506,2005-06-30,0.005637244,0.0248413957,0.0278930928,0.0022023115,0.0217078958,0.04351283,
200507,2005-07-31,0.039411339,0.0286131012,-0.0080367008,0.002402738,0.0076272221,0.02228825,
200508,2005-08-31,-0.0122919486,-0.0097448293,0.0124445585,0.0029942796,0.0268755158,0.02368731,
200509,2005-09-30,0.0045759316,-0.0061046724,0.0073728581,0.0029441197,0.0364049157,0.03210042,
200510,2005-10-31,-0.0204721074,-0.0119096394,0.0034486414,0.0027335519,-0.0167595226,-0.0443339,
200511,2005-11-30,0.0360343728,0.0099311344,-0.0120700309,0.0031547295,-0.0009157696,0.0052563,
200512,2005-12-31,-0.0024318436,-0.0045256077,0.0019723058,0.0031547295,0.0054547314,-0.0023157,
200601,2006-01-31,0.0303839333,0.0525133493,0.0085971209,0.0034054966,0.0375831618,0.02587337,
200602,2006-02-28,-0.0028325526,-0.0039676465,-0.0030470842,0.0034255461,-0.0142279781,-0.01858655,
200603,2006-03-31,0.0145135617,0.034243595,0.0054841115,0.0036864841,0.0114946956,0.01001562,
200604,2006-04-30,0.0071374613,-0.0133492933,0.0234191672,0.0036161798,0.0043838267,0.01515045,
200605,2006-05-31,-0.0354869501,-0.0318611005,0.0265785947,0.0044092523,-0.0429798591,0.02696833,
200606,2006-06-30,-0.0038198829,-0.002157659,0.0086944621,0.0039674934,0.0059947416,0.03532918,
200607,2006-07-31,-0.007649661,-0.0387533267,0.0264300514,0.0040076091,-0.0098953898,0.05356303,
200608,2006-08-31,0.0204056702,0.0105030879,-0.0192866114,0.0041482075,-0.03417203,-0.04043587,
200609,2006-09-30,0.0184728214,-0.0124651319,0.000661852,0.0040076091,-0.0096638346,-0.00612046,
200610,2006-10-31,0.0322391833,0.0162704208,-0.002454056,0.0039674934,-0.0098110216,0.04816679,
200611,2006-11-30,0.0168937884,0.0081996526,0.0005602273,0.0042084106,-0.0046495223,0.01679226,
200612,2006-12-31,0.0086466088,-0.0109985387,0.0268923744,0.0040076091,0.0101197523,-0.00944379,
200701,2007-01-31,0.0142514768,0.0018913252,-0.0064369127,0.0044092082,-0.0031518702,0.01448124,
200702,2007-02-28,-0.0196440236,0.0134945427,-0.0016386773,0.0038068478,-0.010503817,0.03007722,
200703,2007-03-31,0.006819377,0.0009976607,-0.0080986186,0.0041883497,0.0307960222,0.02356034,
200704,2007-04-30,0.0345999874,-0.0208982988,-0.0133586044,0.0044092082,-0.0042399683,0.00847236,
200705,2007-05-31,0.0323373628,0.0026862576,-0.0062128164,0.0039674934,-0.0008653184,0.02482965,
200706,2007-06-30,-0.0195118245,0.0074523814,-0.0111567515,0.0039975901,0.0068209502,0.01488787,
200707,2007-07-31,-0.0373645705,-0.0258354218,-0.0369718553,0.0039975901,0.0306207865,0.03001257,
200708,2007-08-31,0.0093217903,-0.0020031555,-0.0196414118,0.0041482075,0.0066454208,-0.01704502,
200709,2007-09-30,0.0322037503,-0.0215982398,-0.0214403574,0.0032349467,0.0458514143,0.03375692,
200710,2007-10-31,0.0180061997,0.0024133972,-0.026736505,0.0032249637,0.0559918525,0.05527637,
200711,2007-11-30,-0.0476848373,-0.0283770646,-0.0118012125,0.0033653815,0.0110171743,0.01185688,
200712,2007-12-31,-0.0085415823,0.0017336873,-0.0060408098,0.0028037271,0.0662206341,0.05016117,
200801,2008-01-31,-0.0634058951,-0.0091824144,0.0405490943,0.0021021013,-0.101516408,-0.12464677,
200802,2008-02-29,-0.0308084188,-0.0031100449,-0.0076581678,0.0014009314,0.0778512087,0.00570883,
200803,2008-03-31,-0.0092514098,0.0084667322,0.0003044342,0.0018015398,0.0312842139,0.06220604,
200804,2008-04-30,0.0458710193,-0.0157711867,-0.0088740334,0.0017614792,-0.0044858875,0.10850528,
200805,2008-05-31,0.0187173453,0.0301714819,-0.0136584168,0.0016813447,0.0420026235,0.06724338,
200806,2008-06-30,-0.0843540577,0.0124763747,-0.0293719242,0.0016813447,0.1566385998,0.05542485,
200807,2008-07-31,-0.0072052759,0.0231901193,0.0588057769,0.0015411324,-0.0724533565,-0.09005918,
200808,2008-08-31,0.0153036914,0.0331564643,0.0167034596,0.0012607563,-0.0421194484,0.01547069,
200809,2008-09-30,-0.0934514125,-0.023038617,0.0814858801,0.0014710295,-0.008696953,-0.12729462,
200810,2008-10-31,-0.171696388,-0.0353575003,-0.0234996812,0.0009204049,0.0963767877,-0.07759627,
200811,2008-11-30,-0.0772764264,-0.0366810508,-0.0615067472,0.0001900171,0.0352652639,-0.06049788,
200812,2008-12-31,0.0177598185,0.0368697278,0.0098655719,0.0,-0.0591760344,-0.07735741,
200901,2009-01-31,-0.0824725918,0.0034905945,-0.1130477067,0.0,-0.0257733806,0.04792359,
200902,2009-02-28,-0.1011096302,0.0008718082,-0.0693257811,0.0001900171,0.0492813387,0.00317325,
200903,2009-03-31,0.089777029,-0.0042316328,0.0453236842,0.0002200231,-0.1426644822,-0.03729287,
200904,2009-04-30,0.1016728055,0.0460226322,0.0494598108,0.000210021,-0.2685094614,0.03227874,
200905,2009-05-31,0.0520149729,-0.0255585511,0.0072068543,0.0,-0.1291081668,0.04611157,
200906,2009-06-30,0.0043136223,0.0254915659,-0.0245906852,0.0,0.037558074,-0.039083,
200907,2009-07-31,0.0773634767,0.0173805303,0.0475986007,0.0002200231,-0.0528550133,0.01423822,
200908,2009-08-31,0.0333972052,-0.0101579823,0.0762661526,0.000210021,-0.0873819781,-0.02618198,
200909,2009-09-30,0.0407261509,0.0232483966,0.0099988643,0.0,-0.0418537955,0.06417523,
200910,2009-10-31,-0.0255974863,-0.0410984955,-0.039946584,0.0,-0.0094227176,0.06779421,
200911,2009-11-30,0.0556522545,-0.0240738932,-0.0014149566,0.0,0.004392173,-0.00784823,
200912,2009-12-31,0.0275841369,0.058911618,4.9557e-05,0.0,0.0284073744,0.0053282,
201001,2010-01-31,-0.033790365,0.0031711205,0.0040783811,0.0,-0.0564397596,-0.01306015,
201002,2010-02-28,0.0341896254,0.0111323572,0.03157467,0.0,0.0439820623,0.00242064,
201003,2010-03-31,0.0628176051,0.0136652442,0.0208290598,0.0,0.0360526728,-0.0603326,
201004,2010-04-30,0.0200726949,0.047731275,0.029121555,0.000210021,0.0273080227,0.00068506,
201005,2010-05-31,-0.0789704733,0.0031559167,-0.022545566,0.000200019,0.0065035419,-0.02796346,
201006,2010-06-30,-0.0557649447,-0.0187422216,-0.0456779746,0.0002200231,-0.0284421715,0.00943466,
201007,2010-07-31,0.0691680409,0.0027081724,-0.0020016649,0.000210021,0.0068731436,0.0356417,
201008,2010-08-31,-0.0478796456,-0.0303599685,-0.0202109612,0.0002200231,0.0083620458,0.04128929,
201009,2010-09-30,0.0953282094,0.0367197696,-0.0284912995,0.000210021,0.0101686327,0.02392887,
201010,2010-10-31,0.0388589354,0.0110179108,-0.0246861886,0.000210021,0.0108200241,0.02499808,
201011,2010-11-30,0.0060254526,0.0373349838,-0.0092595776,0.000210021,0.0281113142,0.02230162,
201012,2010-12-31,0.0681072828,0.0059701339,0.0352377391,0.0002200231,-0.0276235208,0.0248009,
201101,2011-01-31,0.0200035671,-0.0241754982,0.0074703373,0.0,-0.0045486699,0.01065353,
201102,2011-02-28,0.034972649,0.0156940031,0.0125755554,0.0001900171,0.0190195697,-0.01067225,
201103,2011-03-31,0.0046390548,0.0261769232,-0.016276004,0.0,0.0337520013,0.00162564,
201104,2011-04-30,0.0291638516,-0.0034438806,-0.0238026248,0.0,0.0023380141,-0.05765972,
201105,2011-05-31,-0.01255757,-0.0048738414,-0.0222317325,0.0,-0.0047254301,-0.02308559,
201106,2011-06-30,-0.0174572683,-0.0004733662,-0.0044439296,0.0,0.0183918919,-0.01420663,
201107,2011-07-31,-0.023528768,-0.0139764804,-0.0086199134,0.0,0.0069999274,-0.00405624,
201108,2011-08-31,-0.0599737582,-0.0282930672,-0.0247059055,0.0,-0.0029621679,-0.04074205,
201109,2011-09-30,-0.0759677148,-0.0343195754,-0.0152747882,0.0,0.0231692259,-0.073599,
201110,2011-10-31,0.1136692182,0.0325299215,0.002066553,0.0,-0.0486961542,0.08841387,
201111,2011-11-30,-0.0032291254,0.0007342826,-0.0026011463,0.0,0.0475846259,0.02953035,
201112,2011-12-31,0.0074010895,-0.0052091548,0.0178090086,0.0,0.0218194244,-0.0121882,
201201,2012-01-31,0.0506956545,0.01954396,-0.0092368011,0.0,-0.0804914245,-0.02367872,
201202,2012-02-29,0.0439528388,-0.0172787142,0.003088378,0.0,-0.0093093761,0.02976903,
201203,2012-03-31,0.0311270219,-0.0064540397,0.0115263773,0.0,0.0162182429,-0.06276077,
201204,2012-04-30,-0.0085688696,-0.0029692306,-0.008262223,0.0,0.0409252535,0.00577801,
201205,2012-05-31,-0.0622804507,0.0010950267,-0.008999047,0.0,0.0668313746,-0.00048341,
201206,2012-06-30,0.0388964565,0.0080884626,0.0060030816,0.0,-0.0149847381,0.00140522,
201207,2012-07-31,0.0077272393,-0.0259023775,-0.0005215267,0.0,0.0278663185,0.00302545,
201208,2012-08-31,0.0255223095,0.0042041767,0.0117799053,0.0,-0.0156839786,-0.00132828,
201209,2012-09-30,0.0272298808,0.0045941363,0.0151838251,0.0,-0.0134419142,-0.02670416,
201210,2012-10-31,-0.0173058487,-0.0110839386,0.0377786714,0.0,0.0004715117,5.951e-05,
201211,2012-11-30,0.0077540885,0.0053031279,-0.0092068174,0.0,0.0019056809,-0.02064524,
201212,2012-12-31,0.0116773365,0.0144531093,0.0353811038,0.000200019,-0.0212247957,0.01401274,
201301,2013-01-31,0.0558447452,0.0031708561,0.0085586674,0.0,-0.0163993746,-0.02552632,
201302,2013-02-28,0.0127272336,-0.0038414525,0.0009077997,0.0,0.0162757349,-0.0066438,
201303,2013-03-31,0.0402379851,0.0070589821,-0.0016703254,0.0,0.0233608986,0.0058917,
201304,2013-04-30,0.0154800446,-0.0233017126,0.0057748211,0.0,0.0026374139,-0.02093377,
201305,2013-05-31,0.0282318566,0.0160757988,0.0260227021,0.0,-0.007154638,0.0033741,
201306,2013-06-30,-0.0120278121,0.0118479335,-2.0305e-05,0.0,0.0028834394,-0.01497155,
201307,2013-07-31,0.0561409197,0.0175385938,0.0055660517,0.0,0.0178490648,0.00220108,
201308,2013-08-31,-0.0269843644,0.0034633805,-0.0272107216,0.0,-0.0021212503,0.01323187,
201309,2013-09-30,0.0375891565,0.0276787314,-0.0113521412,0.0,0.0343193496,-0.01834883,
201310,2013-10-31,0.0416708087,-0.0144343576,0.0115795066,0.0,-8.87681e-05,-0.0209795,
201311,2013-11-30,0.0311968801,0.0115412003,0.0027201315,0.0,-0.0001110677,-0.02898527,
201312,2013-12-31,0.0282299285,-0.0056527829,-0.0004566192,0.0,7.25648e-05,-0.00027609,
201401,2014-01-31,-0.0332682074,0.0096116141,-0.0210065907,0.0,0.0139833107,0.02553811,
201402,2014-02-28,0.046240243,0.0031720081,-0.0040144693,0.0,0.0187302661,-0.00932216,
