"date","mkt_rf","smb","hml","rf","Mom"
"1952-04-30",-0.0496620961,0.0048519174,-0.0004936141,0.0012507503,-0.0031901686
"1952-05-31",0.0319842427,-0.0099905108,0.0008448516,0.0012507503,0.0013706986
"1952-06-30",0.0384222253,-0.0157001468,0.0122051591,0.0014710295,0.0120562367
"1952-07-31",0.0092354896,-0.0039266933,-0.0032449574,0.0015411324,0.0004710952
"1952-08-31",-0.0075796066,0.0117512560,0.0002778129,0.0014710295,0.0103331656
"1952-09-30",-0.0203689209,0.0115323632,-0.0150260481,0.0016813447,0.0291724458
"1952-10-31",-0.0066547979,-0.0110808661,-0.0045232909,0.0013208319,0.0248415444
"1952-11-30",0.0596886785,-0.0070164618,0.0091820375,0.0010204897,-0.0013774662
"1952-12-31",0.0291406537,-0.0144489257,0.0017428238,0.0015411324,0.0088916771
"1953-01-31",-0.0032420051,0.0354475295,0.0125331185,0.0016813447,0.0048285621
"1953-02-28",-0.0024407830,0.0220074958,-0.0003617630,0.0014409796,0.0016594581
"1953-03-31",-0.0146034059,-0.0018274391,-0.0081196715,0.0017614792,-0.0064402309
"1953-04-30",-0.0280722452,0.0025520272,0.0158482603,0.0016813447,0.0174755312
"1953-05-31",0.0051129663,-0.0008225229,0.0023494398,0.0016813447,0.0106323574
"1953-06-30",-0.0187428587,-0.0196661548,-0.0043370278,0.0017614792,0.0028506077
"1953-07-31",0.0239603830,-0.0107767825,-0.0019436447,0.0013809112,-0.0025140408
"1953-08-31",-0.0455442822,0.0038762223,-0.0366904797,0.0016813447,0.0159904012
"1953-09-30",0.0021651482,-0.0085338394,-0.0236576758,0.0016813447,0.0289400255
"1953-10-31",0.0458818642,-0.0132410577,-0.0018714709,0.0012607563,0.0075383045
"1953-11-30",0.0283481668,-0.0129653187,-0.0014390950,0.0007202449,0.0156416434
"1953-12-31",0.0001250422,-0.0086983317,-0.0283662389,0.0013208319,0.0536109556
"1954-01-31",0.0513519699,0.0042546105,0.0338066031,0.0010004751,-0.0522464513
"1954-02-28",0.0167812046,-0.0018223182,-0.0027174126,0.0007602737,0.0178172257
"1954-03-31",0.0369956749,-0.0046178388,-0.0140563542,0.0006902277,0.0241238886
"1954-04-30",0.0426185826,-0.0335935991,-0.0031854754,0.0008403361,0.0548948352
"1954-05-31",0.0309482342,0.0036814294,0.0240221385,0.0006001710,-0.0093927047
"1954-06-30",0.0110862876,0.0040202419,-0.0000834953,0.0006602079,0.0377374311
"1954-07-31",0.0496812424,0.0101874338,0.0394187056,0.0004200840,0.0026462596
"1954-08-31",-0.0235284407,0.0275857014,-0.0138466647,0.0004400924,-0.0171839862
"1954-09-30",0.0639339168,-0.0240682974,0.0063919544,0.0008403361,0.0243784071
"1954-10-31",-0.0166566531,0.0058763152,0.0071326826,0.0006301890,0.0059630095
"1954-11-30",0.0942760024,-0.0240921206,0.0404542155,0.0006001710,0.0131670976
"1954-12-31",0.0550081709,0.0201184745,0.0546630021,0.0008803697,-0.0062555307
"1955-01-31",0.0059355933,0.0017595303,0.0220656975,0.0008403361,0.0170673630
"1955-02-28",0.0301156325,0.0148159520,0.0064507132,0.0007602737,0.0109054262
"1955-03-31",-0.0015691740,-0.0060725611,0.0198071647,0.0009204049,0.0132799520
"1955-04-30",0.0309653902,-0.0176082012,0.0085939398,0.0010004751,0.0031962167
"1955-05-31",0.0096293887,-0.0032406198,-0.0082292144,0.0014710295,0.0034936681
"1955-06-30",0.0652297464,-0.0435429365,0.0184917293,0.0011005777,0.0387933580
"1955-07-31",0.0188912890,-0.0135675622,0.0061140107,0.0010004751,-0.0212677154
"1955-08-31",0.0022377450,-0.0039388214,0.0056730174,0.0016112403,0.0079219805
"1955-09-30",-0.0037503350,0.0033328336,-0.0116120664,0.0016813447,0.0221706304
"1955-10-31",-0.0267521392,0.0142394027,0.0006629400,0.0018917020,-0.0028578041
"1955-11-30",0.0705065183,-0.0233512870,0.0043295970,0.0016012166,0.0148747545
"1955-12-31",0.0151596267,0.0204456646,-0.0221153503,0.0018917020,-0.0121665589
"1956-01-31",-0.0302490371,0.0043409875,0.0114252091,0.0021021013,-0.0157989122
"1956-02-29",0.0378594458,-0.0103102790,-0.0052440948,0.0020019011,0.0137322111
"1956-03-31",0.0659785823,-0.0230116592,-0.0012464322,0.0014710295,0.0352027927
"1956-04-30",0.0026475691,0.0002029470,-0.0017668222,0.0018917020,0.0300069705
"1956-05-31",-0.0517952647,0.0154534407,-0.0136945036,0.0022023115,-0.0225312479
"1956-06-30",0.0348493297,-0.0144626913,-0.0127452645,0.0018917020,0.0289514165
"1956-07-31",0.0477299563,-0.0166930661,0.0005771290,0.0021021013,0.0191929471
"1956-08-31",-0.0316677908,0.0195491524,-0.0071290324,0.0016112403,-0.0097151765
"1956-09-30",-0.0513818639,0.0163687236,0.0184690825,0.0019017110,-0.0075018753
"1956-10-31",0.0051788388,-0.0007613034,-0.0007769069,0.0025330637,0.0231359416
"1956-11-30",0.0037332610,-0.0034475608,0.0169724843,0.0020019011,0.0462750761
"1956-12-31",0.0314903177,-0.0008081692,-0.0205909975,0.0022824641,0.0360099691
"1957-01-31",-0.0358750110,0.0350997547,0.0284051089,0.0026433291,-0.0347611475
"1957-02-28",-0.0206766515,-0.0078069203,-0.0069248783,0.0024728920,0.0050195617
"1957-03-31",0.0210638864,0.0029566520,-0.0053112287,0.0023125428,-0.0001919602
"1957-04-30",0.0423356739,-0.0156127100,-0.0144502530,0.0025230263,0.0159749470
"1957-05-31",0.0342654977,-0.0108838587,-0.0194735015,0.0026433291,0.0093218179
"1957-06-30",-0.0075427514,0.0055712544,-0.0007517416,0.0024027380,0.0061803002
"1957-07-31",0.0066712834,-0.0074270442,0.0037227600,0.0028639073,-0.0055261397
"1957-08-31",-0.0511441072,0.0002165520,-0.0057243223,0.0024227972,-0.0005930563
"1957-09-30",-0.0600533814,0.0008163304,0.0088885051,0.0026032135,0.0198227324
"1957-10-31",-0.0430877829,-0.0262006228,-0.0204184793,0.0029942796,0.0208383335
"1957-11-30",0.0231086239,0.0029669638,-0.0287730948,0.0028538508,0.0078179017
"1957-12-31",-0.0391184398,-0.0099464231,-0.0181937573,0.0023125428,0.0863124258
"1958-01-31",0.0463631768,0.0410851887,0.0403911523,0.0028639073,-0.0703199436
"1958-02-28",-0.0152078242,0.0067579524,0.0028791108,0.0012006842,0.0365845049
"1958-03-31",0.0325808479,0.0060675809,-0.0086141931,0.0008403361,-0.0147054618
"1958-04-30",0.0309240774,-0.0060363369,0.0139834557,0.0008403361,0.0127054710
"1958-05-31",0.0231711252,0.0219871350,-0.0030361967,0.0010505252,-0.0137177656
"1958-06-30",0.0295206409,-0.0024242174,0.0048584248,0.0002100210,-0.0115618103
"1958-07-31",0.0438326648,0.0047425278,0.0301449990,0.0006602079,-0.0377383368
"1958-08-31",0.0192087358,0.0114255582,0.0027999578,0.0004200840,-0.0001496550
"1958-09-30",0.0462140911,0.0012327462,0.0280792931,0.0018917020,-0.0123411358
"1958-10-31",0.0253648773,0.0101868656,-0.0108542854,0.0018416201,0.0182422379
"1958-11-30",0.0299879512,0.0199248559,-0.0119993711,0.0010805510,0.0065356955
"1958-12-31",0.0510343675,-0.0200579602,0.0000385193,0.0023125428,-0.0098452725
"1959-01-31",0.0070448456,0.0297628671,0.0295887308,0.0021021013,-0.0100038596
"1959-02-28",0.0096635062,0.0149741790,0.0103903948,0.0019017110,0.0270883545
"1959-03-31",0.0028670797,0.0142375772,-0.0039612374,0.0021021013,-0.0033482818
"1959-04-30",0.0363332790,-0.0061699512,-0.0118388587,0.0019818722,0.0404743740
"1959-05-31",0.0174422811,-0.0210521519,0.0189576971,0.0021021013,0.0120462751
"1959-06-30",-0.0029437678,0.0069850586,0.0134569484,0.0024227972,0.0257087148
"1959-07-31",0.0315671900,-0.0035844602,0.0031647326,0.0024227972,-0.0073713521
"1959-08-31",-0.0140162630,-0.0085221612,0.0053660684,0.0018917020,-0.0104644461
"1959-09-30",-0.0480555638,-0.0013519007,0.0057280613,0.0031547295,0.0050579959
"1959-10-31",0.0125863755,0.0126971738,-0.0212469939,0.0030845318,0.0289082974
"1959-11-30",0.0162073554,0.0121984522,-0.0317123022,0.0024728920,0.0239921932
"1959-12-31",0.0245575460,-0.0056576409,-0.0003465316,0.0033052027,-0.0021470992
"1960-01-31",-0.0696888789,0.0221592793,0.0290340013,0.0034054966,-0.0404708703
"1960-02-29",0.0118364826,0.0050501206,-0.0196778651,0.0028037271,0.0261297072
"1960-03-31",-0.0162356596,-0.0048573584,-0.0288597640,0.0034556985,0.0145467660
"1960-04-30",-0.0167535698,0.0027560581,-0.0227822104,0.0020019011,0.0322255359
"1960-05-31",0.0309553565,0.0119841167,-0.0361952594,0.0027335519,0.0502339808
"1960-06-30",0.0207887344,-0.0032110098,-0.0042142168,0.0024227972,0.0114677331
"1960-07-31",-0.0235152793,-0.0051264751,0.0212290995,0.0014009314,-0.0009493334
"1960-08-31",0.0299341834,0.0084565293,-0.0014479127,0.0016112403,0.0192335391
"1960-09-30",-0.0599143629,-0.0113799620,0.0164478673,0.0016813447,0.0003666973
"1960-10-31",-0.0070052507,-0.0402698921,0.0272782890,0.0021021013,0.0131309965
"1960-11-30",0.0471535859,0.0034187736,-0.0240141319,0.0014009314,0.0365076546
"1960-12-31",0.0471691233,-0.0150728459,-0.0075516595,0.0014710295,0.0067019926
"1961-01-31",0.0617968754,0.0060488199,0.0344466511,0.0018917020,-0.0432514971
"1961-02-28",0.0358656143,0.0389643842,-0.0064420442,0.0015210949,0.0224822486
"1961-03-31",0.0294427350,0.0315098613,-0.0088814637,0.0019818722,0.0399462367
"1961-04-30",0.0028864279,0.0006400384,0.0210672665,0.0018015398,0.0389811963
"1961-05-31",0.0237801620,0.0196045171,0.0038269861,0.0016813447,-0.0217642376
"1961-06-30",-0.0307814036,-0.0250578528,-0.0019551019,0.0019818722,0.0024278304
"1961-07-31",0.0279910076,-0.0186685407,-0.0008527209,0.0018015398,-0.0025530665
"1961-08-31",0.0258425485,-0.0167867182,-0.0030536316,0.0013809112,0.0202329230
"1961-09-30",-0.0214640366,-0.0108847253,-0.0063478296,0.0016012166,0.0102013231
"1961-10-31",0.0259073476,-0.0160996532,0.0007483174,0.0017614792,0.0260896331
"1961-11-30",0.0443803685,0.0114384299,-0.0112068512,0.0016012166,0.0230935512
"1961-12-31",-0.0017453801,-0.0094025508,0.0169726878,0.0018015398,-0.0301890385
"1962-01-31",-0.0388120114,0.0182900436,0.0526921250,0.0024227972,-0.0196626875
"1962-02-28",0.0179351346,-0.0114736047,0.0084020146,0.0020920704,-0.0091112908
"1962-03-31",-0.0067113491,0.0066767614,-0.0162053870,0.0019818722,0.0160573509
"1962-04-30",-0.0657712057,-0.0087918669,0.0021688661,0.0022023005,0.0301561634
"1962-05-31",-0.0866150558,-0.0363753823,0.0266354155,0.0024227972,0.0060514436
"1962-06-30",-0.0847824759,-0.0064260622,0.0259276093,0.0018917020,0.0740792230
"1962-07-31",0.0625793235,0.0141958377,-0.0329695544,0.0027335519,-0.0063862738
"1962-08-31",0.0211538322,0.0120211620,-0.0122335948,0.0023025318,-0.0037943575
"1962-09-30",-0.0522495760,-0.0254049875,0.0127052982,0.0020920704,0.0305317830
"1962-10-31",-0.0005691318,-0.0397651868,0.0118575731,0.0025330637,0.0149060156
"1962-11-30",0.1086637840,0.0235956134,0.0088556211,0.0020019011,-0.0712998806
"1962-12-31",0.0103949406,-0.0375520690,0.0033462369,0.0024027380,0.0602477081
"1963-01-31",0.0491418814,0.0290596352,0.0209663912,0.0024227972,-0.0285020072
"1963-02-28",-0.0236923621,0.0047825789,0.0221812313,0.0022824641,0.0229174617
"1963-03-31",0.0306051617,-0.0252184890,0.0209744262,0.0023125428,0.0208481522
"1963-04-30",0.0453674717,-0.0125525418,0.0096033423,0.0025230263,-0.0048956753
"1963-05-31",0.0174291184,0.0102987696,0.0241085894,0.0024227972,0.0084019268
"1963-06-30",-0.0199160096,-0.0026239761,0.0071794800,0.0022023005,0.0066613218
"1963-07-31",-0.0040270213,-0.0057122300,-0.0085038494,0.0026433291,0.0135052221
"1963-08-31",0.0508012951,-0.0092993772,0.0154730977,0.0024227972,0.0059669179
"1963-09-30",-0.0157279477,-0.0026618198,0.0006670140,0.0028037271,-0.0032598865
"1963-10-31",0.0251013984,-0.0060623067,0.0001741523,0.0029942796,0.0306374051
"1963-11-30",-0.0084811481,-0.0121080412,0.0179835674,0.0027034453,-0.0149423908
"1963-12-31",0.0182519456,-0.0191001041,-0.0021396558,0.0029441197,0.0118797690
"1964-01-31",0.0220600237,-0.0023651692,0.0167060748,0.0028639073,0.0132155085
"1964-02-29",0.0154852283,0.0009866250,0.0280016172,0.0026633543,0.0009531742
"1964-03-31",0.0141505818,0.0087939897,0.0326264969,0.0031547295,-0.0022317622
"1964-04-30",0.0011806027,-0.0138489970,-0.0049299412,0.0028639073,-0.0094124314
"1964-05-31",0.0145088237,-0.0088004814,0.0191227518,0.0026032135,0.0247390298
"1964-06-30",0.0124918576,-0.0028166670,0.0069706660,0.0030845318,0.0010291260
"1964-07-31",0.0174629860,0.0021780579,0.0068831033,0.0028639073,-0.0015217460
"1964-08-31",-0.0144797668,0.0014648811,-0.0007397629,0.0027335519,-0.0007694166
"1964-09-30",0.0268855308,-0.0056050255,0.0144429793,0.0027335519,-0.0096922241
"1964-10-31",0.0060305647,0.0045749204,0.0115164883,0.0028639073,0.0059797544
"1964-11-30",-0.0002991544,0.0059896983,-0.0205627181,0.0028538508,0.0099195732
"1964-12-31",0.0003336481,-0.0026123496,-0.0247410475,0.0030845318,-0.0078226623
"1965-01-31",0.0351307846,0.0260754405,0.0019722955,0.0028037271,-0.0107713927
"1965-02-28",0.0045409334,0.0343228225,0.0014559865,0.0030443816,0.0032710080
"1965-03-31",-0.0131752610,0.0179288165,0.0105128798,0.0036864841,-0.0069184165
"1965-04-30",0.0310021774,0.0117438966,0.0067684568,0.0031547295,0.0257795825
"1965-05-31",-0.0077170607,-0.0001416135,-0.0157104842,0.0032048687,0.0086879532
"1965-06-30",-0.0548936498,-0.0437413958,0.0040675416,0.0035259199,-0.0337950794
"1965-07-31",0.0142549031,0.0084867323,0.0215516968,0.0031547295,0.0378737016
"1965-08-31",0.0272101730,0.0275201668,-0.0091012476,0.0033052027,0.0264715290
"1965-09-30",0.0285673707,0.0061949615,-0.0011596212,0.0031547295,0.0343451314
"1965-10-31",0.0259396330,0.0242132663,0.0149545647,0.0031547295,0.0296187642
"1965-11-30",-0.0001598077,0.0468417441,0.0018594924,0.0034054966,0.0570447265
"1965-12-31",0.0099998116,0.0203791100,0.0195671834,0.0033052027,-0.0013703017
"1966-01-31",0.0071608767,0.0398856590,0.0309857652,0.0037868118,0.0558912356
"1966-02-28",-0.0121780432,0.0460471814,0.0035467182,0.0034255461,0.0480285712
"1966-03-31",-0.0248900483,0.0092525305,-0.0215969315,0.0039173204,0.0178874070
"1966-04-30",0.0209541171,0.0356908943,-0.0024093443,0.0034054966,0.0644715029
"1966-05-31",-0.0565789137,-0.0488287562,-0.0163371520,0.0042084106,-0.0468615120
"1966-06-30",-0.0145589436,0.0104557106,0.0052497141,0.0037466835,0.0296470482
"1966-07-31",-0.0161531784,-0.0045503522,0.0097068358,0.0036061627,-0.0131860028
"1966-08-31",-0.0790103926,-0.0342691433,0.0051108964,0.0041482075,-0.0242719448
"1966-09-30",-0.0104921437,-0.0103109605,0.0038453745,0.0039975901,-0.0071867532
"1966-10-31",0.0384251216,-0.0638528465,0.0277402790,0.0046301782,-0.0354770073
"1966-11-30",0.0141249133,0.0415705919,-0.0435194565,0.0040076091,0.0406689536
"1966-12-31",0.0013347156,0.0186985014,-0.0109593867,0.0039975901,0.0055768733
"1967-01-31",0.0814864241,0.0767826417,0.0202994031,0.0042084106,-0.0674390736
"1967-02-28",0.0080290740,0.0335697163,-0.0210287559,0.0036161798,0.0314067546
"1967-03-31",0.0399624464,0.0154630044,0.0027224376,0.0039674934,0.0145220877
"1967-04-30",0.0386318330,0.0043444346,-0.0235183557,0.0032048687,0.0028045248
"1967-05-31",-0.0436436571,0.0223784714,0.0060534476,0.0033052027,0.0025899813
"1967-06-30",0.0241422230,0.0585856061,0.0088062766,0.0026433291,0.0648396194
"1967-07-31",0.0458064271,0.0296203662,0.0249235003,0.0032048687,-0.0097823831
"1967-08-31",-0.0089042855,0.0044456825,0.0148659024,0.0032249637,-0.0145505905
"1967-09-30",0.0308040323,0.0302479065,-0.0231941526,0.0032048687,0.0316026434
"1967-10-31",-0.0310199417,0.0146489207,-0.0344892620,0.0039674934,0.0245663695
"1967-11-30",0.0036852213,0.0020614499,-0.0173340110,0.0036061627,0.0171780446
"1967-12-31",0.0306196458,0.0542917104,-0.0033680415,0.0034054966,0.0289378568
"1968-01-31",-0.0402386503,0.0407809532,0.0488564107,0.0039674934,-0.0452332772
"1968-02-29",-0.0374577710,-0.0296501819,0.0110699778,0.0038068478,-0.0267612404
"1968-03-31",0.0019971350,-0.0118107931,-0.0071895724,0.0037868118,0.0278716969
"1968-04-30",0.0899529162,0.0523835273,-0.0087535817,0.0042083896,0.0537811404
"1968-05-31",0.0223638103,0.0627395575,0.0084666123,0.0044092523,0.0353833990
"1968-06-30",0.0065395746,-0.0017579001,0.0060779662,0.0042585106,-0.0215869609
"1968-07-31",-0.0268821508,-0.0128291767,0.0552671888,0.0047706773,-0.0049029397
"1968-08-31",0.0133348458,0.0234194885,0.0097978153,0.0041481036,0.0223025373
"1968-09-30",0.0409917982,0.0260754293,0.0026263577,0.0042585106,-0.0098112605
"1968-10-31",0.0040968062,-0.0045463286,0.0287573229,0.0043288241,-0.0183222249
"1968-11-30",0.0544826245,0.0226022862,-0.0085061888,0.0042585106,0.0149568116
"1968-12-31",-0.0391816186,0.0356264895,0.0005584526,0.0043288241,-0.0042763977
"1969-01-31",-0.0125740366,-0.0079419187,0.0172749028,0.0052933269,-0.0036548311
"1969-02-28",-0.0583030342,-0.0413229494,0.0089725464,0.0046903572,-0.0189962595
"1969-03-31",0.0267621884,-0.0023780662,-0.0036784293,0.0046100649,0.0453781668
"1969-04-30",0.0144162325,-0.0078066627,0.0003213472,0.0052631458,0.0158558287
"1969-05-31",-0.0007002654,-0.0025302794,0.0044696770,0.0048411252,0.0150738744
"1969-06-30",-0.0721376244,-0.0571749041,-0.0109152877,0.0050521144,-0.0236696525
"1969-07-31",-0.0697730490,-0.0335860677,0.0138669104,0.0052631458,0.0359184184
"1969-08-31",0.0469460056,0.0072605168,-0.0368879296,0.0050521144,0.0089241978
"1969-09-30",-0.0291250113,0.0128387929,-0.0327866882,0.0063189360,0.0310026590
"1969-10-31",0.0505133538,0.0361371175,-0.0295275876,0.0059971340,-0.0316177633
"1969-11-30",-0.0377597113,-0.0256319987,-0.0126789917,0.0051424850,0.0353401901
"1969-12-31",-0.0263230029,-0.0368352120,-0.0309672837,0.0063994647,0.0634010433
"1970-01-31",-0.0800160226,0.0309117203,0.0328371728,0.0061076935,0.0103998404
"1970-02-28",0.0515642962,-0.0212541806,0.0358254337,0.0060975422,-0.0013615007
"1970-03-31",-0.0104605876,-0.0231936923,0.0441169465,0.0056853352,-0.0010553359
"1970-04-30",-0.1093686381,-0.0676211379,0.0752006245,0.0050722387,0.0105656043
"1970-05-31",-0.0690022265,-0.0458788491,0.0318729862,0.0052631458,-0.0371727760
"1970-06-30",-0.0577141294,-0.0226600208,0.0061962798,0.0057356427,0.0939806149
"1970-07-31",0.0687379103,-0.0052226632,0.0082168421,0.0052933269,-0.0306207111
"1970-08-31",0.0448340195,0.0145199076,0.0093757047,0.0052631458,-0.0703563147
"1970-09-30",0.0419681019,0.0833710348,-0.0502724857,0.0052631458,-0.0788544590
"1970-10-31",-0.0225591709,-0.0436646041,0.0029769007,0.0046302014,0.1082646600
"1970-11-30",0.0460475938,-0.0387644591,0.0148401511,0.0046100649,0.0221068546
"1970-12-31",0.0571959972,0.0277699178,0.0084928876,0.0041883497,-0.0238653993
"1971-01-31",0.0482449102,0.0703725731,0.0130470601,0.0038068668,-0.0652016203
"1971-02-28",0.0140281033,0.0187706929,-0.0127785240,0.0032349467,0.0116657961
"1971-03-31",0.0414883460,0.0244130342,-0.0375567763,0.0029942796,-0.0090628055
"1971-04-30",0.0314430391,-0.0047417126,0.0067616249,0.0027335519,0.0300557652
"1971-05-31",-0.0399530778,-0.0109757415,-0.0151175643,0.0030042788,0.0140026059
"1971-06-30",-0.0000804767,-0.0148802083,-0.0199427208,0.0037466835,0.0224226232
"1971-07-31",-0.0451527786,-0.0162259736,0.0013826352,0.0039975901,-0.0151948602
"1971-08-31",0.0349129182,-0.0014175402,0.0261796975,0.0046302014,0.0428296234
"1971-09-30",-0.0084238853,0.0046800031,-0.0289207696,0.0035760755,0.0236235572
"1971-10-31",-0.0439589653,-0.0189752521,-0.0047137715,0.0035760755,-0.0026623065
"1971-11-30",-0.0046415685,-0.0287213439,-0.0166058845,0.0037868118,0.0109715666
"1971-12-31",0.0869117870,0.0314745156,-0.0048473250,0.0037466835,-0.0133993998
"1972-01-31",0.0248340997,0.0598958782,0.0190039043,0.0029441197,-0.0041331977
"1972-02-29",0.0287755722,0.0134455913,-0.0263479775,0.0024027380,0.0206349045
"1972-03-31",0.0062294797,-0.0025795636,-0.0170212134,0.0026433291,0.0351233182
"1972-04-30",0.0026044928,0.0007599493,0.0018661449,0.0028037271,0.0303784097
"1972-05-31",0.0125719499,-0.0278024002,-0.0268093765,0.0030845318,0.0372072961
"1972-06-30",-0.0241813615,0.0040832358,-0.0259030395,0.0028639073,0.0192297331
"1972-07-31",-0.0079578695,-0.0297098398,0.0083534115,0.0032048687,0.0261389628
"1972-08-31",0.0327462067,-0.0388003135,0.0471567600,0.0027636463,-0.0361096792
"1972-09-30",-0.0110787463,-0.0267660705,0.0044385414,0.0034054966,0.0181874704
"1972-10-31",0.0050039601,-0.0276901876,0.0128984100,0.0039674934,0.0098723463
"1972-11-30",0.0453820327,-0.0105363019,0.0475513264,0.0038068668,-0.0488777473
"1972-12-31",0.0068834030,-0.0186965178,-0.0226984552,0.0038068478,0.0580391761
"1973-01-31",-0.0326477046,-0.0360554304,0.0281199377,0.0044192733,0.0341533134
"1973-02-28",-0.0481319020,-0.0417801594,0.0187490341,0.0041882867,0.0339711431
"1973-03-31",-0.0131542637,-0.0282154485,0.0272014800,0.0046302014,0.0354724824
"1973-04-30",-0.0565112250,-0.0418276866,0.0617548363,0.0052128641,0.0778797642
"1973-05-31",-0.0294046465,-0.0631112456,0.0017229049,0.0050722387,0.0654943076
"1973-06-30",-0.0153744367,-0.0301534501,0.0137597692,0.0050521144,0.0498336124
"1973-07-31",0.0499311582,0.0750074361,-0.0478531021,0.0063189360,-0.1113165622
"1973-08-31",-0.0379892263,-0.0204485452,0.0111617860,0.0069228179,0.0289579455
"1973-09-30",0.0473666925,0.0282219210,0.0213520393,0.0068622069,-0.0674927866
"1973-10-31",-0.0105883324,-0.0020287812,0.0174298707,0.0064598741,0.0711002805
"1973-11-30",-0.1272886901,-0.0871616528,0.0487710809,0.0054742194,0.1044585686
"1973-12-31",0.0062579179,-0.0516908510,0.0396361183,0.0064194934,0.0756175269
"1974-01-31",-0.0015901951,0.0954886504,0.0575721144,0.0061781443,-0.0841858229
"1974-02-28",-0.0044109782,0.0000973973,0.0248753889,0.0059064620,0.0031130605
"1974-03-31",-0.0283501003,0.0250860177,-0.0018664458,0.0054742194,-0.0205506893
"1974-04-30",-0.0526038386,-0.0069592621,0.0106044710,0.0075872782,0.0154732884
"1974-05-31",-0.0461779568,-0.0320868947,-0.0215538363,0.0075067642,-0.0164760497
"1974-06-30",-0.0282885898,-0.0032235282,0.0065078907,0.0060171308,0.0275520304
"1974-07-31",-0.0802424981,0.0090927735,0.0549467719,0.0070637049,0.0245960131
"1974-08-31",-0.0930490527,-0.0085798474,0.0267544254,0.0059568703,0.0249887842
"1974-09-30",-0.1170782120,0.0007819422,0.0605037434,0.0080304731,0.0395379986
"1974-10-31",0.1608051447,-0.0336546114,-0.0866440887,0.0050722641,-0.0193456979
"1974-11-30",-0.0450062867,-0.0124675619,-0.0030906219,0.0054138735,0.0197335363
"1974-12-31",-0.0341796943,-0.0494814767,-0.0003519708,0.0069529169,0.0215649365
"1975-01-31",0.1330727943,0.0941063104,0.0715065140,0.0057356427,-0.1467001565
"1975-02-28",0.0555346716,0.0009719507,-0.0430639440,0.0043790577,-0.0169008415
"1975-03-31",0.0263432531,0.0363690660,0.0238620096,0.0042083896,-0.0230333828
"1975-04-30",0.0421232039,-0.0058759068,-0.0107209182,0.0044092523,0.0070843671
"1975-05-31",0.0517008503,0.0368912748,-0.0369097006,0.0044192733,-0.0057484262
"1975-06-30",0.0481153339,0.0068340847,0.0125260380,0.0039975901,-0.0005999445
"1975-07-31",-0.0655827596,0.0283595449,0.0182338022,0.0048511968,0.0016182821
"1975-08-31",-0.0282468510,-0.0326901963,-0.0085860802,0.0048411252,-0.0013262821
"1975-09-30",-0.0424475584,-0.0024245318,0.0025404172,0.0052631458,-0.0058787587
"1975-10-31",0.0528152322,-0.0387411202,0.0030381178,0.0055345973,0.0103655660
"1975-11-30",0.0265741800,-0.0117967433,0.0192485451,0.0041882867,-0.0028612923
"1975-12-31",-0.0162510527,-0.0079381105,0.0182807403,0.0048511968,-0.0034471820
"1976-01-31",0.1214035384,0.0425510157,0.0762976267,0.0046301782,0.0188549320
"1976-02-29",0.0034334309,0.0678178196,0.0558866720,0.0034255461,0.0149098212
"1976-03-31",0.0230347824,-0.0119027798,-0.0000130213,0.0039173204,-0.0087741043
"1976-04-30",-0.0147665860,-0.0001636358,-0.0005812742,0.0042084106,0.0017702760
"1976-05-31",-0.0138227761,-0.0126765596,-0.0129036440,0.0038068668,-0.0135562153
"1976-06-30",0.0403868555,-0.0131621997,0.0067956478,0.0044092523,-0.0070145626
"1976-07-31",-0.0107483721,0.0027514942,0.0169009838,0.0046301782,-0.0090858222
"1976-08-31",-0.0056044277,-0.0209508617,0.0081168275,0.0041883497,-0.0075433349
"1976-09-30",0.0205572533,0.0004433871,-0.0035249258,0.0044192733,0.0021823147
"1976-10-31",-0.0242392918,0.0018917421,-0.0013351407,0.0039975901,-0.0072448686
"1976-11-30",0.0038220079,0.0228539904,0.0154586259,0.0040076091,0.0227948601
"1976-12-31",0.0565814249,0.0287264674,0.0207424163,0.0039674934,0.0044728981
"1977-01-31",-0.0400507012,0.0486226665,0.0445649425,0.0035760755,0.0454353285
"1977-02-28",-0.0193520760,0.0107041525,0.0053923414,0.0034255461,-0.0020349614
"1977-03-31",-0.0135872260,0.0094762344,0.0097231966,0.0036864841,0.0045591173
"1977-04-30",0.0014722115,-0.0013560143,0.0345299268,0.0038068668,0.0361670460
"1977-05-31",-0.0145420387,0.0121272324,0.0083130420,0.0037868118,0.0192417344
"1977-06-30",0.0471490499,0.0198186703,-0.0052195561,0.0039674934,0.0133601247
"1977-07-31",-0.0170989099,0.0208671465,-0.0070158225,0.0041882867,-0.0017405559
"1977-08-31",-0.0176543698,0.0159572876,-0.0282817741,0.0043791455,-0.0183823160
"1977-09-30",-0.0028855261,0.0148688415,-0.0027291313,0.0044192733,0.0257888257
"1977-10-31",-0.0436612668,0.0122151324,0.0161884916,0.0048411252,-0.0071456375
"1977-11-30",0.0397290528,0.0352108052,0.0023493656,0.0050521144,0.0180972813
"1977-12-31",0.0025237024,0.0132319732,-0.0037463898,0.0048411252,0.0194122455
"1978-01-31",-0.0601504908,0.0233954924,0.0344756594,0.0048411252,-0.0167212298
"1978-02-28",-0.0140587459,0.0362626267,0.0076011340,0.0045698630,0.0156751417
"1978-03-31",0.0282455282,0.0336759680,0.0117236608,0.0052933269,0.0126340346
