"date","mkt_rf","smb","hml","rf","Mom"
"1978-04-30",0.0784581723,0.0032656647,-0.0325739511,0.0054138735,0.0000899290
"1978-05-31",0.0171408126,0.0436024756,-0.0062651525,0.0050722387,0.0211483987
"1978-06-30",-0.0169766414,0.0174028408,0.0061619941,0.0052933269,0.0229586708
"1978-07-31",0.0509001383,0.0031295003,-0.0094927219,0.0056149211,0.0425891027
"1978-08-31",0.0376494507,0.0490986796,-0.0055564147,0.0055345973,0.0257279091
"1978-09-30",-0.0145544053,-0.0046948405,0.0186309901,0.0062182930,-0.0412125565
"1978-10-31",-0.1183573648,-0.1104158643,0.0165276805,0.0068422450,-0.1021071668
"1978-11-30",0.0267502331,0.0297803376,-0.0216132107,0.0069529169,0.0456121570
"1978-12-31",0.0086376696,0.0113600133,-0.0220143019,0.0078289667,0.0345100523
"1979-01-31",0.0416754322,0.0342767475,0.0214666831,0.0077283636,-0.0099086701
"1979-02-28",-0.0357326245,0.0046411785,0.0123398734,0.0072447457,-0.0183364458
"1979-03-31",0.0563851711,0.0295334366,-0.0060358984,0.0081717020,0.0165576788
"1979-04-30",-0.0003855586,0.0211764592,0.0102246226,0.0080304731,0.0110184788
"1979-05-31",-0.0218150478,0.0016935905,0.0129582107,0.0081717020,-0.0105261921
"1979-06-30",0.0378478997,0.0108214027,0.0139350998,0.0080103971,0.0085394705
"1979-07-31",0.0078935205,0.0120978852,0.0159746703,0.0075872782,-0.0162704210
"1979-08-31",0.0549355939,0.0195281888,-0.0143503507,0.0076176154,-0.0144334108
"1979-09-30",-0.0083230199,-0.0024478159,-0.0089013923,0.0082016951,0.0542306620
"1979-10-31",-0.0803794866,-0.0351820977,-0.0203567198,0.0087766306,0.0286978565
"1979-11-30",0.0520927923,0.0253872747,-0.0300140047,0.0099165274,0.0652906574
"1979-12-31",0.0180452194,0.0405097746,-0.0188850929,0.0094420896,0.0456126823
"1980-01-31",0.0547567977,0.0152343000,0.0166899985,0.0079500096,0.0722070969
"1980-02-29",-0.0121952276,-0.0192364102,0.0060544294,0.0088368813,0.0747776880
"1980-03-31",-0.1277134628,-0.0743305924,-0.0124127354,0.0120384759,-0.1007202564
"1980-04-30",0.0395378577,0.0090867489,0.0094078771,0.0124633749,-0.0072378595
"1980-05-31",0.0521753988,0.0197055015,0.0035496609,0.0080103971,-0.0143728681
"1980-06-30",0.0302847247,0.0157760916,-0.0088074549,0.0061076935,0.0129811967
"1980-07-31",0.0643158887,0.0397284704,-0.0571928158,0.0052933269,-0.0054274174
"1980-08-31",0.0179484981,0.0379890141,-0.0249038182,0.0063189360,0.0334986620
"1980-09-30",0.0217274324,0.0084184881,-0.0479905054,0.0075872782,0.0529660393
"1980-10-31",0.0103312515,0.0227749750,-0.0296158288,0.0094726516,0.0588868948
"1980-11-30",0.0953981363,-0.0312902539,-0.0739300788,0.0095830994,0.1564599945
"1980-12-31",-0.0439429442,-0.0032841484,0.0266938218,0.0130607283,-0.0624241552
"1981-01-31",-0.0499727398,0.0309541068,0.0706731836,0.0103405778,-0.0757604184
"1981-02-28",0.0057385743,-0.0041493203,0.0083201674,0.0106937962,0.0089259362
"1981-03-31",0.0357593433,0.0320515263,0.0051841725,0.0121701344,0.0126603020
"1981-04-30",-0.0215714499,0.0462091049,0.0234491688,0.0107647978,-0.0116399105
"1981-05-31",0.0011036392,0.0186100115,-0.0043930053,0.0114619426,0.0452111659
"1981-06-30",-0.0241882164,-0.0084919874,0.0537256123,0.0135063057,-0.0596369674
"1981-07-31",-0.0154805836,-0.0215755316,-0.0067117314,0.0123927128,-0.0355644919
"1981-08-31",-0.0700432042,-0.0205649725,0.0515302405,0.0128884437,-0.0039254175
"1981-09-30",-0.0710347303,-0.0282334525,0.0526714971,0.0124633749,0.0162359854
"1981-10-31",0.0485201959,0.0196964377,-0.0393429464,0.0119476027,0.0264456862
"1981-11-30",0.0334473753,-0.0102132297,0.0178457591,0.0106535411,-0.0051919861
"1981-12-31",-0.0360068816,0.0116881365,0.0070130850,0.0088370587,0.0078175004
"1982-01-31",-0.0326021611,-0.0136710186,0.0312506114,0.0080304731,0.0148874699
"1982-02-28",-0.0581829937,0.0044938193,0.0649655738,0.0091595058,0.0588077852
"1982-03-31",-0.0176818663,-0.0026947796,0.0352486183,0.0097047607,0.0209197444
"1982-04-30",0.0316215175,0.0150098390,-0.0301048262,0.0111891875,-0.0041597686
"1982-05-31",-0.0390170299,0.0018031879,0.0181924225,0.0106535411,0.0232767763
"1982-06-30",-0.0308569258,-0.0029236303,0.0176705032,0.0095028346,0.0512186711
"1982-07-31",-0.0311946745,0.0089955021,0.0011998066,0.0105526666,0.0608498366
"1982-08-31",0.1112518052,-0.0399063235,0.0096525690,0.0077283636,-0.0227583684
"1982-09-30",0.0127511856,0.0272620535,0.0018593196,0.0050521144,0.0306410592
"1982-10-31",0.1120391993,0.0195549583,-0.0326786064,0.0058964932,-0.0125277198
"1982-11-30",0.0464365675,0.0440689153,-0.0196640716,0.0063189360,0.0639241222
"1982-12-31",0.0059553539,-0.0033622323,-0.0016429900,0.0068422450,-0.0059307784
"1983-01-31",0.0354951322,0.0253229961,-0.0080550176,0.0069529169,-0.0224078309
"1983-02-28",0.0258354913,0.0297022815,0.0049202835,0.0060975422,0.0221330770
"1983-03-31",0.0284416863,0.0165737803,0.0202007129,0.0062284786,-0.0025613397
"1983-04-30",0.0662550957,0.0046648400,0.0048462918,0.0072246773,0.0154035058
"1983-05-31",0.0053950927,0.0612818137,-0.0127636703,0.0069529169,-0.0196497594
"1983-06-30",0.0303191916,0.0085288607,-0.0373183759,0.0066208316,0.0219042654
"1983-07-31",-0.0407426662,0.0142176175,0.0579598287,0.0074260688,-0.0378196476
"1983-08-31",-0.0051452386,-0.0427776402,0.0565811270,0.0076176154,-0.0544213628
"1983-09-30",0.0091264076,0.0050948925,0.0100471891,0.0075872782,-0.0041230657
"1983-10-31",-0.0342704447,-0.0373898790,0.0536038960,0.0075872782,-0.0277402027
"1983-11-30",0.0217097078,0.0195001247,-0.0063483909,0.0069529169,-0.0074278737
"1983-12-31",-0.0181251145,-0.0033079839,0.0169504169,0.0071643284,-0.0038290953
"1984-01-31",-0.0199682261,-0.0038383802,0.0784433245,0.0075872782,-0.0269946999
"1984-02-29",-0.0478397726,-0.0184680527,0.0359289536,0.0072246773,0.0114813823
"1984-03-31",0.0062884179,-0.0001177608,0.0043740418,0.0072852113,0.0103672608
"1984-04-30",-0.0050722478,-0.0122467687,0.0124880843,0.0082320177,0.0152568742
"1984-05-31",-0.0593304046,0.0003936017,0.0017665394,0.0077283636,0.0288671603
"1984-06-30",0.0178628955,-0.0043738862,-0.0253190914,0.0075872782,-0.0019634067
"1984-07-31",-0.0270767088,-0.0227237455,0.0052347275,0.0082220200,0.0448278319
"1984-08-31",0.1018415531,-0.0034238509,-0.0179405953,0.0083128716,-0.0570272172
"1984-09-30",-0.0079870843,0.0011989214,0.0544736026,0.0085847160,0.0329277230
"1984-10-31",-0.0084363901,-0.0116375388,0.0059420501,0.0099369208,0.0332294646
"1984-11-30",-0.0174387405,-0.0079209044,0.0405037838,0.0073757821,0.0273537302
"1984-12-31",0.0182337487,-0.0049448178,-0.0000595328,0.0064194934,0.0103718539
"1985-01-31",0.0793694516,0.0289962229,-0.0491453829,0.0063994647,-0.0642764188
"1985-02-28",0.0120768105,0.0052543671,-0.0042664981,0.0057154162,0.0069626667
"1985-03-31",-0.0082687821,-0.0122581199,0.0414664682,0.0061076935,0.0189309707
"1985-04-30",-0.0095387955,0.0011402327,0.0381077075,0.0071643284,0.0333931368
"1985-05-31",0.0505849486,-0.0216398222,-0.0087672889,0.0066208316,0.0449956223
"1985-06-30",0.0127387959,0.0035907389,0.0036775037,0.0056149211,0.0297048268
"1985-07-31",-0.0073824019,0.0297497739,-0.0162296211,0.0061781443,-0.0390467443
"1985-08-31",-0.0100924183,-0.0037709639,0.0233027305,0.0055144616,0.0231098766
"1985-09-30",-0.0450308268,-0.0166719373,0.0137186443,0.0060975422,0.0193096845
"1985-10-31",0.0399374630,-0.0157007511,0.0083130755,0.0064598741,0.0456373161
"1985-11-30",0.0645386199,0.0015704385,-0.0272773869,0.0060171308,-0.0072221733
"1985-12-31",0.0385327794,-0.0056118985,-0.0145098651,0.0065302207,0.0026262769
"1986-01-31",0.0067098393,0.0114734980,0.0056689666,0.0055144616,0.0339858337
"1986-02-28",0.0710089180,-0.0067901190,-0.0087308420,0.0053334277,0.0195118603
"1986-03-31",0.0485087528,-0.0056848535,-0.0041461546,0.0060171308,0.0291338584
"1986-04-30",-0.0130521881,0.0277122179,-0.0286997339,0.0052933269,-0.0075409211
"1986-05-31",0.0461427311,-0.0134917354,-0.0010655956,0.0048411252,0.0141494484
"1986-06-30",0.0102396913,-0.0093214980,0.0131284311,0.0052631458,0.0488584785
"1986-07-31",-0.0642568440,-0.0361340319,0.0507074700,0.0052933269,0.0311953759
"1986-08-31",0.0604061578,-0.0395592402,0.0337167597,0.0046301782,-0.0469690454
"1986-09-30",-0.0854209563,0.0237155916,0.0348684507,0.0044192733,-0.0611897688
"1986-10-31",0.0464009095,-0.0240283343,-0.0131804556,0.0046101342,0.0267379210
"1986-11-30",0.0117409031,-0.0192657940,-0.0002544234,0.0039975501,-0.0042442488
"1986-12-31",-0.0327320958,0.0007056481,0.0032455510,0.0048511968,0.0107126767
"1987-01-31",0.1241269251,-0.0174712962,-0.0289568304,0.0042084106,0.0170301636
"1987-02-28",0.0440028953,0.0333610712,-0.0561917373,0.0043790577,-0.0235080770
"1987-03-31",0.0160114392,0.0029762737,0.0158240800,0.0046302014,0.0187137089
"1987-04-30",-0.0208598986,-0.0187572215,-0.0036664752,0.0044192733,0.0052596590
"1987-05-31",0.0011925445,-0.0064747395,0.0003840751,0.0038068668,-0.0100025009
"1987-06-30",0.0386883052,-0.0213927468,0.0101949672,0.0048511968,-0.0047475200
"1987-07-31",0.0381297872,-0.0068476145,0.0066646928,0.0046302014,0.0326226729
"1987-08-31",0.0349127266,-0.0078989872,-0.0091767774,0.0046301782,-0.0142230440
"1987-09-30",-0.0260596257,0.0044784799,0.0018998069,0.0044192733,0.0155889184
"1987-10-31",-0.2312303699,-0.1227068593,0.0477365524,0.0059568703,-0.0722336502
"1987-11-30",-0.0773897560,0.0278030219,0.0330640950,0.0034054966,0.0028061716
"1987-12-31",0.0678148819,-0.0013206283,-0.0426557956,0.0039674934,0.0353575469
"1988-01-31",0.0421355013,-0.0107392089,0.0475196199,0.0030042788,-0.0591708770
"1988-02-29",0.0477462012,0.0317173403,-0.0151842798,0.0046100649,-0.0305115994
"1988-03-31",-0.0223703526,0.0622905005,0.0077335887,0.0043791455,0.0088172365
"1988-04-30",0.0057656612,0.0076738852,0.0160976358,0.0046100649,0.0139426784
"1988-05-31",-0.0027533205,-0.0269004479,0.0242231586,0.0050521144,0.0013539026
"1988-06-30",0.0473913507,0.0194095163,-0.0104895553,0.0048511968,-0.0260491370
"1988-07-31",-0.0124085517,-0.0032669668,0.0228110700,0.0050118928,-0.0017310408
"1988-08-31",-0.0329754120,-0.0000262563,0.0206291765,0.0059971340,0.0140495962
"1988-09-30",0.0329370969,-0.0126873377,-0.0066411864,0.0061076935,0.0019473794
"1988-10-31",0.0115397737,-0.0293847458,0.0172672400,0.0061076935,0.0073016719
"1988-11-30",-0.0224696678,-0.0173987950,0.0124069095,0.0056853352,0.0070975330
"1988-12-31",0.0148215464,0.0177651124,-0.0165038470,0.0063189360,-0.0092961864
"1989-01-31",0.0606186964,-0.0203070486,0.0049628134,0.0054742194,0.0056670040
"1989-02-28",-0.0222720371,0.0274139863,0.0082913633,0.0060975422,0.0057954463
"1989-03-31",0.0154254487,0.0067128768,0.0041780608,0.0066208316,0.0345286783
"1989-04-30",0.0427958166,-0.0060950655,-0.0136244566,0.0068220089,0.0154885745
"1989-05-31",0.0330769243,-0.0011956870,-0.0082120766,0.0079500096,0.0130490253
"1989-06-30",-0.0134646938,-0.0105664097,0.0217552856,0.0070637049,0.0072270981
"1989-07-31",0.0713849841,-0.0373454962,-0.0263132044,0.0070233240,0.0528117942
"1989-08-31",0.0145445868,0.0046233458,0.0074897760,0.0073859653,-0.0040996825
"1989-09-30",-0.0074776324,0.0021882374,-0.0132558617,0.0066207320,0.0367852516
"1989-10-31",-0.0363221188,-0.0358166196,-0.0123479209,0.0068422450,0.0334978948
"1989-11-30",0.0099309042,-0.0128082357,-0.0109977188,0.0069529169,0.0249086698
"1989-12-31",0.0115852744,-0.0239338218,0.0022575138,0.0060171308,0.0261613401
"1990-01-31",-0.0779711286,-0.0148204478,0.0092426399,0.0057356427,-0.0268938060
"1990-02-28",0.0111688500,0.0095951074,0.0061595472,0.0057154162,-0.0002984109
"1990-03-31",0.0179794925,0.0148608622,-0.0279244095,0.0063994647,0.0173830404
"1990-04-30",-0.0334468121,-0.0054017340,-0.0262365585,0.0068220089,0.0232895253
"1990-05-31",0.0841498968,-0.0243930333,-0.0341125273,0.0068422450,0.0298621006
"1990-06-30",-0.0108531833,0.0138741488,-0.0194065786,0.0063189360,0.0295916581
"1990-07-31",-0.0189509110,-0.0327656120,0.0000729292,0.0067415476,0.0598489931
"1990-08-31",-0.1007564697,-0.0387605756,0.0142437824,0.0064598741,0.0234982108
"1990-09-30",-0.0609810036,-0.0388521816,0.0071109548,0.0059064620,0.0788504986
"1990-10-31",-0.0188787210,-0.0568189897,0.0008599127,0.0069228179,0.0718687021
"1990-11-30",0.0631897148,0.0021768873,-0.0297705280,0.0056853352,-0.0537890280
"1990-12-31",0.0244488117,0.0071608361,-0.0149404515,0.0060171308,-0.0040384480
"1991-01-31",0.0467603058,0.0352863991,-0.0192562821,0.0050722387,-0.0442425651
"1991-02-28",0.0716116515,0.0366763535,-0.0053435984,0.0047607027,-0.0397594375
"1991-03-31",0.0263423616,0.0377075370,-0.0119736946,0.0044092082,0.0325461267
"1991-04-30",-0.0026175083,0.0039167744,0.0142715196,0.0052933269,-0.0235047303
"1991-05-31",0.0364905408,-0.0038783491,-0.0066728684,0.0046302014,-0.0054761134
"1991-06-30",-0.0493204352,0.0004481184,0.0124282421,0.0042083896,-0.0032440891
"1991-07-31",0.0422330363,-0.0095458504,-0.0123829346,0.0048511968,0.0386296558
"1991-08-31",0.0233716168,0.0152618321,-0.0072532425,0.0046302014,0.0268552295
"1991-09-30",-0.0156114949,0.0158538377,-0.0106849601,0.0046100649,0.0148169560
"1991-10-31",0.0126800737,0.0084395590,-0.0039689702,0.0041482075,0.0287976700
"1991-11-30",-0.0420548667,-0.0046624862,-0.0205497254,0.0040076091,0.0206864065
"1991-12-31",0.1084973253,-0.0210682989,-0.0357734262,0.0037868118,0.0647313920
"1992-01-31",-0.0058105143,0.0845297332,0.0441219269,0.0033052027,-0.0245289571
"1992-02-29",0.0107439075,0.0083970030,0.0631658705,0.0028538508,-0.0087547118
"1992-03-31",-0.0265794022,-0.0100383667,0.0371764889,0.0033052027,-0.0004329915
"1992-04-30",0.0107292034,-0.0600935302,0.0436872520,0.0031547295,-0.0227514609
"1992-05-31",0.0030359915,0.0038776484,0.0119030074,0.0028037271,-0.0031233427
"1992-06-30",-0.0233916239,-0.0317755095,0.0362024279,0.0033052027,-0.0057085482
"1992-07-31",0.0377012410,-0.0042960118,-0.0052329289,0.0030845318,0.0061401024
"1992-08-31",-0.0237946874,-0.0011478716,-0.0097786169,0.0025230263,-0.0021308946
"1992-09-30",0.0115768567,0.0056079581,-0.0025309326,0.0025230263,0.0222860144
"1992-10-31",0.0101534651,0.0199815168,-0.0197222441,0.0022023115,0.0192787020
"1992-11-30",0.0411026093,0.0350019980,-0.0138337673,0.0024027380,0.0017497619
"1992-12-31",0.0155521807,0.0159376218,0.0251337133,0.0028639073,0.0427298034
"1993-01-31",0.0092817049,0.0199882481,0.0593833663,0.0024027380,0.0446847670
"1993-02-28",0.0011410893,-0.0339480794,0.0659376380,0.0022824641,0.0331590730
"1993-03-31",0.0230815739,0.0015952577,0.0123297055,0.0025330637,0.0418938352
"1993-04-30",-0.0302222606,-0.0067923887,0.0262290310,0.0023125428,0.0038541321
"1993-05-31",0.0287594569,0.0186854768,-0.0334342211,0.0022023005,-0.0118156664
"1993-06-30",0.0031373272,-0.0034456424,0.0259332050,0.0026433291,0.0424468394
"1993-07-31",-0.0036024900,0.0087010339,0.0286622420,0.0023125428,0.0316299467
"1993-08-31",0.0373651972,0.0014581969,0.0012236899,0.0024227972,0.0193791050
"1993-09-30",-0.0014380612,0.0306991671,-0.0025320201,0.0025230263,0.0336986629
"1993-10-31",0.0141693098,0.0201778832,-0.0272656564,0.0023125428,-0.0227197137
"1993-11-30",-0.0187803265,-0.0127880222,-0.0075962958,0.0025230263,-0.0526329979
"1993-12-31",0.0163235700,0.0118573938,0.0029651247,0.0022023115,0.0193251615
"1994-01-31",0.0287416534,0.0037084455,0.0110213721,0.0025230263,-0.0031193521
"1994-02-28",-0.0253469004,0.0287566100,-0.0161981460,0.0020920704,0.0029269149
"1994-03-31",-0.0477953293,-0.0118134891,0.0175776668,0.0027636463,-0.0170011077
"1994-04-30",0.0068014178,-0.0096459723,0.0167721302,0.0026633543,-0.0046179561
"1994-05-31",0.0065658620,-0.0209142457,0.0051452901,0.0031547295,-0.0197574041
"1994-06-30",-0.0303082718,-0.0048308672,0.0183762599,0.0030845318,-0.0066561497
"1994-07-31",0.0279251040,-0.0175870518,0.0061680080,0.0028037271,-0.0000311392
"1994-08-31",0.0398711425,0.0136949752,-0.0233069545,0.0036864841,0.0104165350
"1994-09-30",-0.0229556957,0.0319772629,-0.0196539053,0.0035760755,0.0131725865
"1994-10-31",0.0133161097,-0.0219712708,-0.0166312426,0.0037868118,0.0178088347
"1994-11-30",-0.0400548594,0.0024580578,-0.0081000355,0.0037868118,-0.0018980076
"1994-12-31",0.0086105805,0.0026253158,-0.0024850242,0.0044192733,0.0249346280
"1995-01-31",0.0179142414,-0.0344368790,0.0260331917,0.0042084106,-0.0101885138
"1995-02-28",0.0358031345,-0.0060587782,0.0103989332,0.0039975501,-0.0028284283
"1995-03-31",0.0218364015,-0.0021807480,-0.0210565982,0.0046101342,-0.0000806703
"1995-04-30",0.0210204222,-0.0052890923,0.0169513719,0.0043790577,0.0124822611
"1995-05-31",0.0288308689,-0.0249886082,0.0214286188,0.0052933269,-0.0036374115
"1995-06-30",0.0268562259,0.0299235546,-0.0245172788,0.0046302014,0.0233496259
"1995-07-31",0.0370330494,0.0202646742,-0.0161287964,0.0046100649,0.0240099835
"1995-08-31",0.0055166503,0.0132515034,0.0290279286,0.0046101342,0.0026781617
"1995-09-30",0.0333552395,-0.0220367939,0.0000673958,0.0044092082,0.0186921497
"1995-10-31",-0.0149066188,-0.0388702880,-0.0043300301,0.0046302014,0.0483146228
"1995-11-30",0.0392977722,-0.0112690581,0.0060244085,0.0042084106,-0.0103782418
"1995-12-31",0.0100384798,0.0059793800,0.0021945998,0.0048109598,0.0150760723
"1996-01-31",0.0226192765,-0.0263704186,0.0023793370,0.0041883497,0.0149324354
"1996-02-29",0.0132274664,0.0174836726,-0.0105378468,0.0040076091,0.0064611799
"1996-03-31",0.0072133510,0.0147951960,0.0042425587,0.0039975901,-0.0213228903
"1996-04-30",0.0207781121,0.0515868318,-0.0392259806,0.0046301782,-0.0163569401
"1996-05-31",0.0235008140,0.0298114215,-0.0090600399,0.0041883497,0.0136633341
"1996-06-30",-0.0116736132,-0.0393780429,0.0237244999,0.0040076091,0.0184384545
"1996-07-31",-0.0593851130,-0.0451658273,0.0543654278,0.0044092523,0.0003686268
"1996-08-31",0.0277778576,0.0237011705,-0.0078905740,0.0041883497,0.0009159025
"1996-09-30",0.0498081752,-0.0096268960,-0.0265516822,0.0044092082,0.0290027546
"1996-10-31",0.0088969315,-0.0433485886,0.0495182286,0.0041482075,0.0344794254
"1996-11-30",0.0622857068,-0.0382032464,0.0136826132,0.0040076091,-0.0182342276
"1996-12-31",-0.0166734600,0.0306878167,0.0117326695,0.0046301782,-0.0008712701
"1997-01-31",0.0496625653,-0.0192234340,-0.0151284422,0.0044092523,0.0175464856
"1997-02-28",-0.0049776525,-0.0331738380,0.0589583958,0.0038068478,-0.0252662036
"1997-03-31",-0.0503210351,-0.0051384134,0.0360904384,0.0042083896,0.0028459227
"1997-04-30",0.0402943511,-0.0564637097,0.0005039406,0.0044092523,0.0434808813
"1997-05-31",0.0669001202,0.0474172660,-0.0369508866,0.0048411252,-0.0465317452
"1997-06-30",0.0406347073,0.0102702354,0.0140631173,0.0037868118,0.0231895105
"1997-07-31",0.0729854308,-0.0260282747,0.0024760365,0.0041883497,0.0368384459
"1997-08-31",-0.0411978590,0.0748361650,0.0117304349,0.0042084106,-0.0252105064
"1997-09-30",0.0533255888,0.0226251898,0.0022646706,0.0044192733,0.0157505162
"1997-10-31",-0.0381226662,-0.0090710817,0.0205320746,0.0041482075,0.0049858863
"1997-11-30",0.0294802587,-0.0501848260,0.0125544405,0.0039975501,0.0117267680
"1997-12-31",0.0133533879,-0.0260906145,0.0395398894,0.0048511968,0.0449266712
"1998-01-31",0.0015746955,-0.0107737156,-0.0165463204,0.0042083896,-0.0145508564
"1998-02-28",0.0701153825,0.0010984172,-0.0059806427,0.0039975501,-0.0127574737
"1998-03-31",0.0473119046,-0.0107567467,0.0130534034,0.0039674934,0.0220321282
"1998-04-30",0.0071349468,0.0004017887,0.0082488100,0.0042084106,0.0065835815
"1998-05-31",-0.0306312262,-0.0346316744,0.0350078091,0.0040076091,0.0281816609
"1998-06-30",0.0321094326,-0.0323651621,-0.0187429839,0.0041883497,0.0739030546
"1998-07-31",-0.0244676542,-0.0510318037,-0.0170170379,0.0039674934,0.0456267502
"1998-08-31",-0.1606448037,-0.0659045335,0.0441498844,0.0042084106,0.0346109379
"1998-09-30",0.0618719312,-0.0030850386,-0.0341720176,0.0046301782,-0.0020171157
"1998-10-31",0.0708622903,-0.0274264767,-0.0256026848,0.0033052027,-0.0627529987
"1998-11-30",0.0604365416,0.0104237327,-0.0298348865,0.0030042788,0.0289938823
"1998-12-31",0.0610892437,-0.0059683947,-0.0398917612,0.0037466835,0.0973988542
"1999-01-31",0.0347578396,0.0066606063,-0.0482676299,0.0036161798,0.0177064545
"1999-02-28",-0.0407937654,-0.0624774660,0.0184098311,0.0036161798,-0.0006051785
"1999-03-31",0.0346791855,-0.0375626774,-0.0280133085,0.0041482075,-0.0180860462
"1999-04-30",0.0432820122,0.0377002820,0.0184077946,0.0037868118,-0.0941749996
"1999-05-31",-0.0241970278,0.0317647278,0.0244486396,0.0034054966,-0.0515270860
"1999-06-30",0.0485283976,0.0320887894,-0.0388810828,0.0039674934,0.0559071257
"1999-07-31",-0.0352674513,0.0267961508,-0.0047683794,0.0037868118,0.0183824735
"1999-08-31",-0.0125382374,-0.0113346115,-0.0175126251,0.0039674934,0.0419763138
"1999-09-30",-0.0277580867,0.0354475088,-0.0372436350,0.0037868118,0.0520264914
"1999-10-31",0.0611461482,-0.0659949909,-0.0326339130,0.0037868118,0.0520802232
"1999-11-30",0.0343839065,0.0692192805,-0.0557755550,0.0035760755,0.0431459175
"1999-12-31",0.0770271049,0.0656196818,-0.0735574671,0.0044092523,0.1273120706
"2000-01-31",-0.0470869437,0.0579719541,-0.0183771680,0.0042083896,0.0004036455
"2000-02-29",0.0253288647,0.2131087884,-0.0776834318,0.0044092082,0.1909144495
"2000-03-31",0.0486633821,-0.1539352892,0.0735082526,0.0046101342,-0.0725223409
"2000-04-30",-0.0637355328,-0.0693090799,0.0789076526,0.0045698630,-0.0886615634
"2000-05-31",-0.0435892676,-0.0629954500,0.0472677744,0.0050722387,-0.0692387161
"2000-06-30",0.0468859134,0.1283324391,-0.0755862268,0.0039674934,0.1652291972
"2000-07-31",-0.0258305278,-0.0308642395,0.0851755739,0.0048109598,-0.0201896913
"2000-08-31",0.0707466689,-0.0071501406,-0.0144015035,0.0050722641,0.0513548730
"2000-09-30",-0.0543476996,-0.0193885735,0.0760020900,0.0050118928,0.0259872225
"2000-10-31",-0.0278777048,-0.0393534241,0.0546572903,0.0055144616,-0.0476670107
"2000-11-30",-0.1073865629,-0.0355135172,0.1380451737,0.0050521144,0.0381576138
"2000-12-31",0.0119321811,0.0080369780,0.0690552759,0.0050118928,0.0890569328
"2001-01-31",0.0335916297,0.0650024623,-0.0548756528,0.0054742194,-0.2126675888
"2001-02-28",-0.1005974423,-0.0082694498,0.1388595514,0.0038068478,0.1677203743
"2001-03-31",-0.0726257982,0.0010460890,0.0663717702,0.0041883497,0.0719567874
"2001-04-30",0.0794826908,0.0053024390,-0.0496261262,0.0040076091,-0.0857415957
"2001-05-31",0.0067307022,0.0238683599,0.0312821783,0.0033052027,0.0083334491
"2001-06-30",-0.0195438186,0.0641589189,-0.0139747609,0.0027335519,0.0028960021
"2001-07-31",-0.0206952310,-0.0463109663,0.0587761887,0.0029441197,0.0572958851
"2001-08-31",-0.0640849822,0.0251611816,0.0252389897,0.0029942796,0.0593171203
"2001-09-30",-0.0922955964,-0.0682611777,0.0206984186,0.0027034047,0.1245942945
"2001-10-31",0.0245324839,0.0771989429,-0.0752027919,0.0023025318,-0.0750275727
"2001-11-30",0.0753541317,-0.0037724125,0.0167851219,0.0016813447,-0.0755289539
"2001-12-31",0.0161008476,0.0451558492,0.0110253439,0.0014009314,-0.0106085849
"2002-01-31",-0.0145130715,0.0103162672,0.0350875477,0.0014710295,0.0516808790
"2002-02-28",-0.0228863348,-0.0128545835,0.0262658409,0.0013308382,0.0579899626
"2002-03-31",0.0426194143,0.0397105301,0.0092587214,0.0014009314,-0.0085319263
"2002-04-30",-0.0521029954,0.0600348911,0.0425458736,0.0015411324,0.0885898119
"2002-05-31",-0.0137836894,-0.0334114400,0.0147832293,0.0015411324,0.0317056850
"2002-06-30",-0.0724960469,0.0434609302,0.0003234317,0.0012006842,0.0759467625
"2002-07-31",-0.0815120167,-0.0603323340,-0.0380192977,0.0015411324,0.0325707123
"2002-08-31",0.0050436008,-0.0305153854,0.0294119693,0.0013208319,0.0018449298
"2002-09-30",-0.1034235385,0.0254908231,0.0175835549,0.0014009314,0.0772721320
"2002-10-31",0.0780829426,-0.0348660245,-0.0386495881,0.0013809112,-0.0849347731
"2002-11-30",0.0592042694,0.0304601900,-0.0140529620,0.0012006842,-0.1542255367
"2002-12-31",-0.0573610218,-0.0007799243,0.0245710924,0.0010505252,0.1020012053
"2003-01-31",-0.0258160794,0.0124020515,-0.0085389193,0.0010505252,0.0061321833
"2003-02-28",-0.0187869246,-0.0051259632,-0.0127682640,0.0009504276,0.0153521901
"2003-03-31",0.0110964955,0.0070397181,-0.0209301771,0.0010505252,0.0109047923
"2003-04-30",0.0819749779,0.0051903725,0.0078116000,0.0010505252,-0.0804569254
"2003-05-31",0.0601804612,0.0414845492,0.0003954961,0.0008403361,-0.0852271775
"2003-06-30",0.0142994116,0.0174647746,0.0032564434,0.0010505252,-0.0056209411
"2003-07-31",0.0233782700,0.0502205088,-0.0116825934,0.0006602079,0.0058115279
"2003-08-31",0.0235718578,0.0261911295,0.0153379591,0.0006301890,0.0046923365
"2003-09-30",-0.0125869596,0.0069637092,0.0009567172,0.0008403361,-0.0085520089
"2003-10-31",0.0605235616,0.0252885366,0.0173951715,0.0006902277,0.0496287977
"2003-11-30",0.0136824759,0.0198360597,0.0175737892,0.0007602737,0.0100973246
"2003-12-31",0.0427010909,-0.0257350820,0.0158850807,0.0008803697,-0.0589506772
"2004-01-31",0.0215795860,0.0241359777,0.0241384824,0.0006001710,0.0150149403
"2004-02-29",0.0140437660,-0.0148899767,0.0085587283,0.0005701539,-0.0150157451
"2004-03-31",-0.0132594559,0.0186429987,0.0027377801,0.0009204049,0.0002159302
